chr	gene_id	gene_name	start	end	gene_type
2	ENSG00000015568	RGPD5	109794305	109857705	protein_coding
2	ENSG00000144063	MALL	110083870	110115822	protein_coding
2	ENSG00000144061	NPHP1	110123348	110205013	protein_coding
2	ENSG00000172954	LCLAT1	30447246	30644225	protein_coding
2	ENSG00000163072	NOSTRIN	168802637	168865514	protein_coding
2	ENSG00000196151	WDSUB1	159235798	159286703	protein_coding
2	ENSG00000115504	EHBP1	62705713	63046487	protein_coding
2	ENSG00000028116	VRK2	58046806	58159871	protein_coding
2	ENSG00000243244	STON1	48530154	48598513	protein_coding
2	ENSG00000136541	ERMN	157318631	157325824	protein_coding
2	ENSG00000172292	CERS6	168456272	168775134	protein_coding
2	ENSG00000184182	UBE2F	237967014	238042782	protein_coding
2	ENSG00000077380	DYNC1I2	171687469	171750158	protein_coding
2	ENSG00000057935	MTA3	42568632	42756946	protein_coding
2	ENSG00000138413	IDH1	208236229	208255071	protein_coding
2	ENSG00000032389	EIPR1	3188970	3377818	protein_coding
2	ENSG00000071909	MYO3B	170178147	170655167	protein_coding
2	ENSG00000221944	TIGD1	232543883	232550557	protein_coding
2	ENSG00000163001	CFAP36	55519718	55545079	protein_coding
2	ENSG00000144395	CCDC150	196639715	196732801	protein_coding
2	ENSG00000119041	GTF3C3	196763035	196799683	protein_coding
2	ENSG00000187944	C2orf66	196804417	196809355	protein_coding
2	ENSG00000197121	PGAP1	196833004	196926707	protein_coding
2	ENSG00000115594	IL1R1	102142746	102179874	protein_coding
2	ENSG00000115598	IL1RL2	102187023	102240002	protein_coding
2	ENSG00000115602	IL1RL1	102311563	102352037	protein_coding
2	ENSG00000180251	SLC9A4	102473226	102533972	protein_coding
2	ENSG00000144182	LIPT1	99154967	99163137	protein_coding
2	ENSG00000273155	ENSG00000273155	99154998	99195298	protein_coding
2	ENSG00000158411	MITD1	99169263	99181058	protein_coding
2	ENSG00000185414	MRPL30	99181184	99199561	protein_coding
2	ENSG00000144214	LYG1	99284238	99301197	protein_coding
2	ENSG00000115514	TXNDC9	99318982	99336333	protein_coding
2	ENSG00000178074	C2orf69	199911293	199928273	protein_coding
2	ENSG00000162971	TYW5	199928913	199955491	protein_coding
2	ENSG00000115112	TFCP2L1	121216587	121285202	protein_coding
2	ENSG00000144015	TRIM43	95592001	95599778	protein_coding
2	ENSG00000115524	SF3B1	197389784	197435028	protein_coding
2	ENSG00000115541	HSPE1	197500379	197503449	protein_coding
2	ENSG00000270757	HSPE1-MOB4	197500413	197550726	protein_coding
2	ENSG00000115540	MOB4	197516066	197553699	protein_coding
2	ENSG00000154479	CFAP210	169645425	169694405	protein_coding
2	ENSG00000144362	PHOSPHO2	169694469	169701708	protein_coding
2	ENSG00000213160	KLHL23	169733832	169751878	protein_coding
2	ENSG00000138385	SSB	169798871	169812064	protein_coding
2	ENSG00000138382	METTL5	169811757	169824905	protein_coding
2	ENSG00000144381	HSPD1	197486584	197499840	protein_coding
2	ENSG00000144357	UBR3	169827454	170084131	protein_coding
2	ENSG00000115263	GCG	162142882	162152247	protein_coding
2	ENSG00000196659	TTC30B	177548998	177552796	protein_coding
2	ENSG00000197557	TTC30A	177612999	177618742	protein_coding
2	ENSG00000197635	DPP4	161992245	162074215	protein_coding
2	ENSG00000177673	TEX44	231592864	231594276	protein_coding
2	ENSG00000079785	DDX1	15591868	15631101	protein_coding
2	ENSG00000115053	NCL	231453531	231464484	protein_coding
2	ENSG00000172428	COPS9	240130828	240136305	protein_coding
2	ENSG00000178602	OTOS	240139026	240140658	protein_coding
2	ENSG00000130414	NDUFA10	239957372	240025342	protein_coding
2	ENSG00000180228	PRKRA	178431414	178451175	protein_coding
2	ENSG00000204311	PJVK	178451378	178462102	protein_coding
2	ENSG00000116095	PLEKHA3	178480457	178516463	protein_coding
2	ENSG00000143977	SNRPG	70281362	70293740	protein_coding
2	ENSG00000173692	PSMD1	231056867	231172827	protein_coding
2	ENSG00000163093	BBS5	169479494	169506655	protein_coding
2	ENSG00000251569	ENSG00000251569	169479480	169525922	protein_coding
2	ENSG00000239474	KLHL41	169509702	169526258	protein_coding
2	ENSG00000138399	FASTKD1	169528508	169573865	protein_coding
2	ENSG00000138398	PPIG	169584351	169641406	protein_coding
2	ENSG00000115750	TAF1B	9843474	9934416	protein_coding
2	ENSG00000134317	GRHL1	9951693	10002277	protein_coding
2	ENSG00000172059	KLF11	10043550	10054836	protein_coding
2	ENSG00000171848	RRM2	10122739	10131414	protein_coding
2	ENSG00000115756	HPCAL1	10302904	10427604	protein_coding
2	ENSG00000072195	SPEG	219434843	219493629	protein_coding
2	ENSG00000286143	ENSG00000286143	219491867	219498244	protein_coding
2	ENSG00000124006	OBSL1	219550728	219571539	protein_coding
2	ENSG00000123999	INHA	219572310	219575711	protein_coding
2	ENSG00000144589	STK11IP	219597857	219616451	protein_coding
2	ENSG00000114923	SLC4A3	219627630	219641971	protein_coding
2	ENSG00000115884	SDC1	20200797	20225130	protein_coding
2	ENSG00000143878	RHOB	20447074	20449440	protein_coding
2	ENSG00000138430	OLA1	174072447	174248532	protein_coding
2	ENSG00000217236	SP9	174334954	174338500	protein_coding
2	ENSG00000138433	CIR1	174348022	174395712	protein_coding
2	ENSG00000144306	SCRN3	174395730	174429575	protein_coding
2	ENSG00000204120	GIGYF2	232697331	232860605	protein_coding
2	ENSG00000115474	KCNJ13	232765802	232776565	protein_coding
2	ENSG00000066248	NGEF	232878701	233013256	protein_coding
2	ENSG00000115488	NEU2	233032672	233035057	protein_coding
2	ENSG00000138435	CHRNA1	174747592	174764472	protein_coding
2	ENSG00000162980	ARL5A	151798797	151828421	protein_coding
2	ENSG00000163214	DHX57	38797729	38875934	protein_coding
2	ENSG00000163170	BOLA3	74135400	74147912	protein_coding
2	ENSG00000114978	MOB1A	74152528	74178879	protein_coding
2	ENSG00000065911	MTHFD2	74198615	74217565	protein_coding
2	ENSG00000135913	USP37	218450251	218568351	protein_coding
2	ENSG00000115556	PLCD4	218607899	218637175	protein_coding
2	ENSG00000074582	BCS1L	218659683	218663443	protein_coding
2	ENSG00000163481	RNF25	218663892	218672002	protein_coding
2	ENSG00000163482	STK36	218672086	218702715	protein_coding
2	ENSG00000135912	TTLL4	218710835	218755416	protein_coding
2	ENSG00000135929	CYP27A1	218782147	218815293	protein_coding
2	ENSG00000169599	NFU1	69396126	69437435	protein_coding
2	ENSG00000115568	ZNF142	218633329	218659623	protein_coding
2	ENSG00000188760	TMEM198	219544028	219550595	protein_coding
2	ENSG00000198885	ITPRIPL1	96325317	96328353	protein_coding
2	ENSG00000163040	CCDC74A	131527888	131533666	protein_coding
2	ENSG00000222038	POTEJ	130611440	130658037	protein_coding
2	ENSG00000204634	TBC1D8	101007228	101151382	protein_coding
2	ENSG00000163013	FBXO41	73254690	73284478	protein_coding
2	ENSG00000154518	ATP5MC3	175176258	175181710	protein_coding
2	ENSG00000187514	PTMA	231708525	231713551	protein_coding
2	ENSG00000123992	DNPEP	219372043	219387912	protein_coding
2	ENSG00000185404	SP140L	230327193	230403732	protein_coding
2	ENSG00000273045	C2orf15	99141707	99151669	protein_coding
2	ENSG00000163328	GPR155	174431571	174487029	protein_coding
2	ENSG00000197223	C1D	68041130	68063004	protein_coding
2	ENSG00000115414	FN1	215360865	215436068	protein_coding
2	ENSG00000169679	BUB1	110637528	110678063	protein_coding
2	ENSG00000118965	WDR35	19910263	19990105	protein_coding
2	ENSG00000115155	OTOF	26457203	26558756	protein_coding
2	ENSG00000163217	BMP10	68860909	68871397	protein_coding
2	ENSG00000183607	GKN2	68945232	68952893	protein_coding
2	ENSG00000169605	GKN1	68974636	68980976	protein_coding
2	ENSG00000169604	ANTXR1	69013179	69249327	protein_coding
2	ENSG00000172016	REG3A	79157006	79159753	protein_coding
2	ENSG00000162951	LRRTM1	80301878	80304752	protein_coding
2	ENSG00000066032	CTNNA2	79513051	80648780	protein_coding
2	ENSG00000115271	GCA	162344132	162363123	protein_coding
2	ENSG00000055332	EIF2AK2	37099210	37156980	protein_coding
2	ENSG00000077232	DNAJC10	182716257	182794464	protein_coding
2	ENSG00000134321	RSAD2	6877777	6898239	protein_coding
2	ENSG00000151692	RNF144A	6917412	7044179	protein_coding
2	ENSG00000162929	SANBR	61065871	61124280	protein_coding
2	ENSG00000123609	NMI	151270470	151289668	protein_coding
2	ENSG00000123610	TNFAIP6	151357592	151380046	protein_coding
2	ENSG00000080345	RIF1	151409902	151482172	protein_coding
2	ENSG00000197872	CYRIA	16549459	16665834	protein_coding
2	ENSG00000196843	ARID5A	96536752	96552634	protein_coding
2	ENSG00000114982	KANSL3	96593172	96638312	protein_coding
2	ENSG00000249715	FER1L5	96642764	96704883	protein_coding
2	ENSG00000114988	LMAN2L	96705929	96740064	protein_coding
2	ENSG00000158158	CNNM4	96760902	96811874	protein_coding
2	ENSG00000168763	CNNM3	96816268	96835382	protein_coding
2	ENSG00000163126	ANKRD23	96837912	96844021	protein_coding
2	ENSG00000213337	ANKRD39	96847990	96858016	protein_coding
2	ENSG00000168758	SEMA4C	96859718	96870080	protein_coding
2	ENSG00000132329	RAMP1	237859623	237912106	protein_coding
2	ENSG00000124003	MOGAT1	222671658	222709930	protein_coding
2	ENSG00000123983	ACSL3	222861036	222944639	protein_coding
2	ENSG00000115318	LOXL3	74532258	74553942	protein_coding
2	ENSG00000204843	DCTN1	74361155	74380311	protein_coding
2	ENSG00000082898	XPO1	61477849	61538356	protein_coding
2	ENSG00000115339	GALNT3	165747588	165794247	protein_coding
2	ENSG00000123607	TTC21B	165873362	165953776	protein_coding
2	ENSG00000155749	FLACC1	201288271	201357345	protein_coding
2	ENSG00000115993	TRAK2	201377207	201451458	protein_coding
2	ENSG00000082146	STRADB	201451740	201480846	protein_coding
2	ENSG00000155754	C2CD6	201487421	201619178	protein_coding
2	ENSG00000082126	MPP4	201644874	201698644	protein_coding
2	ENSG00000138395	CDK15	201806537	201895550	protein_coding
2	ENSG00000003393	ALS2	201700267	201780933	protein_coding
2	ENSG00000018510	AGPS	177392773	177543834	protein_coding
2	ENSG00000138092	CENPO	24793425	24822376	protein_coding
2	ENSG00000115137	DNAJC27	24943642	24971955	protein_coding
2	ENSG00000138031	ADCY3	24819169	24920237	protein_coding
2	ENSG00000136709	WDR33	127701027	127811171	protein_coding
2	ENSG00000173349	SFT2D3	127701497	127705242	protein_coding
2	ENSG00000144231	POLR2D	127843553	127858155	protein_coding
2	ENSG00000136715	SAP130	127941222	128028059	protein_coding
2	ENSG00000125637	PSD4	113173971	113209391	protein_coding
2	ENSG00000143947	RPS27A	55232688	55235853	protein_coding
2	ENSG00000198203	SULT1C2	108288895	108309915	protein_coding
2	ENSG00000198075	SULT1C4	108377954	108388989	protein_coding
2	ENSG00000135945	REV1	99400477	99490017	protein_coding
2	ENSG00000196604	POTEF	130073535	130129222	protein_coding
2	ENSG00000177483	RBM44	237798779	237842805	protein_coding
2	ENSG00000173559	NABP1	191678136	191686943	protein_coding
2	ENSG00000168497	CAVIN2	191834310	191847088	protein_coding
2	ENSG00000163017	ACTG2	73893008	73919865	protein_coding
2	ENSG00000114956	DGUOK	73926880	73958946	protein_coding
2	ENSG00000187605	TET3	73984910	74108176	protein_coding
2	ENSG00000198380	GFPT1	69319780	69387227	protein_coding
2	ENSG00000135999	EPC2	148644751	148787569	protein_coding
2	ENSG00000168280	KIF5C	148875227	149026759	protein_coding
2	ENSG00000150556	LYPD6B	149038699	149215262	protein_coding
2	ENSG00000187123	LYPD6	149330587	149474138	protein_coding
2	ENSG00000168288	MMADHC	149569637	149587775	protein_coding
2	ENSG00000175701	MTLN	110211529	110212547	protein_coding
2	ENSG00000144115	THNSL2	88170346	88186627	protein_coding
2	ENSG00000176204	LRRTM4	76747685	77522376	protein_coding
2	ENSG00000115963	RND3	150468195	150487667	protein_coding
2	ENSG00000155760	FZD7	202033855	202038441	protein_coding
2	ENSG00000115970	THADA	43230851	43596038	protein_coding
2	ENSG00000115604	IL18R1	102355796	102398776	protein_coding
2	ENSG00000019169	MARCO	118942194	118994660	protein_coding
2	ENSG00000235118	FAM237A	206642487	206649365	protein_coding
2	ENSG00000163046	ANKRD30BL	132147591	132161952	protein_coding
2	ENSG00000184924	PTRHD1	24789728	24793391	protein_coding
2	ENSG00000162959	MEMO1	31867823	32011008	protein_coding
2	ENSG00000084090	STARD7	96184859	96208827	protein_coding
2	ENSG00000003137	CYP26B1	72129238	72147862	protein_coding
2	ENSG00000134326	CMPK2	6848316	6865907	protein_coding
2	ENSG00000115942	ORC2	200908977	200963660	protein_coding
2	ENSG00000119013	NDUFB3	201072001	201085750	protein_coding
2	ENSG00000152527	PLEKHH2	43637260	43767987	protein_coding
2	ENSG00000138036	DYNC2LI1	43774039	43810010	protein_coding
2	ENSG00000138075	ABCG5	43812472	43838839	protein_coding
2	ENSG00000143921	ABCG8	43838971	43882988	protein_coding
2	ENSG00000223658	C1GALT1C1L	43675151	43676429	protein_coding
2	ENSG00000138380	CARF	202912275	202988263	protein_coding
2	ENSG00000138095	LRPPRC	43886224	43995989	protein_coding
2	ENSG00000068654	POLR1A	86020216	86105886	protein_coding
2	ENSG00000115232	ITGA4	181457386	181538940	protein_coding
2	ENSG00000214336	FOXI3	88446787	88452693	protein_coding
2	ENSG00000172073	TEX37	88524649	88529585	protein_coding
2	ENSG00000153574	RPIA	88691673	88750929	protein_coding
2	ENSG00000087338	GMCL1	69829660	69881384	protein_coding
2	ENSG00000124380	SNRNP27	69893956	69905236	protein_coding
2	ENSG00000059728	MXD1	69915109	69942945	protein_coding
2	ENSG00000169564	PCBP1	70087477	70089203	protein_coding
2	ENSG00000115998	C2orf42	70149885	70191019	protein_coding
2	ENSG00000115827	DCAF17	171434226	171485052	protein_coding
2	ENSG00000071967	CYBRD1	171522474	171558129	protein_coding
2	ENSG00000237651	C2orf74	61162188	61164828	protein_coding
2	ENSG00000124356	STAMBP	73828961	73867168	protein_coding
2	ENSG00000123612	ACVR1C	157526767	157628864	protein_coding
2	ENSG00000115170	ACVR1	157736446	157876330	protein_coding
2	ENSG00000128714	HOXD13	176092721	176095944	protein_coding
2	ENSG00000170178	HOXD12	176099795	176102489	protein_coding
2	ENSG00000128713	HOXD11	176107280	176109754	protein_coding
2	ENSG00000128710	HOXD10	176116778	176119937	protein_coding
2	ENSG00000128709	HOXD9	176122719	176124937	protein_coding
2	ENSG00000175879	HOXD8	176129705	176132695	protein_coding
2	ENSG00000170166	HOXD4	176151550	176153226	protein_coding
2	ENSG00000128645	HOXD1	176188668	176190907	protein_coding
2	ENSG00000128652	HOXD3	176157307	176173098	protein_coding
2	ENSG00000158417	EIF5B	99337389	99401326	protein_coding
2	ENSG00000144218	AFF3	99545419	100142590	protein_coding
2	ENSG00000170500	LONRF2	100271875	100322501	protein_coding
2	ENSG00000115526	CHST10	100391860	100417668	protein_coding
2	ENSG00000127824	TUBA4A	219249710	219253918	protein_coding
2	ENSG00000135924	DNAJB2	219279366	219286895	protein_coding
2	ENSG00000138381	ASNSD1	189661459	189670831	protein_coding
2	ENSG00000286053	ASDURF	189661459	189666401	protein_coding
2	ENSG00000286165	ENSG00000286165	189661519	189667881	protein_coding
2	ENSG00000128694	OSGEPL1	189746660	189762792	protein_coding
2	ENSG00000128699	ORMDL1	189770267	189784339	protein_coding
2	ENSG00000151687	ANKAR	189674670	189746647	protein_coding
2	ENSG00000144224	UBXN4	135741855	135785056	protein_coding
2	ENSG00000115850	LCT	135787850	135837184	protein_coding
2	ENSG00000169047	IRS1	226731312	226799820	protein_coding
2	ENSG00000144468	RHBDD1	226836054	226999210	protein_coding
2	ENSG00000169031	COL4A3	227164624	227314792	protein_coding
2	ENSG00000168955	TM4SF20	227362038	227379306	protein_coding
2	ENSG00000173744	AGFG1	227472156	227561217	protein_coding
2	ENSG00000084731	KIF3C	25926598	25982497	protein_coding
2	ENSG00000084733	RAB10	26034084	26137454	protein_coding
2	ENSG00000157833	GAREM2	26173088	26189663	protein_coding
2	ENSG00000135931	ARMC9	231198631	231376848	protein_coding
2	ENSG00000115138	POMC	25160860	25168580	protein_coding
2	ENSG00000081052	COL4A4	227002714	227164205	protein_coding
2	ENSG00000204099	NEU4	241809193	241817413	protein_coding
2	ENSG00000188389	PDCD1	241849884	241858894	protein_coding
2	ENSG00000188011	RTP5	241869729	241873823	protein_coding
2	ENSG00000216921	FAM240C	241893988	241900464	protein_coding
2	ENSG00000163359	COL6A3	237324018	237414164	protein_coding
2	ENSG00000175084	DES	219418377	219426734	protein_coding
2	ENSG00000136531	SCN2A	165239414	165392304	protein_coding
2	ENSG00000184261	KCNK12	47509290	47570985	protein_coding
2	ENSG00000138081	FBXO11	47806920	47906498	protein_coding
2	ENSG00000172071	EIF2AK3	88556741	88627464	protein_coding
2	ENSG00000188452	CERKL	181536672	181657105	protein_coding
2	ENSG00000162992	NEUROD1	181676467	181680517	protein_coding
2	ENSG00000144591	GMPPA	219498891	219506989	protein_coding
2	ENSG00000172845	SP3	173900775	173965373	protein_coding
2	ENSG00000030419	IKZF2	212999698	213151612	protein_coding
2	ENSG00000144407	PTH2R	208406792	208494506	protein_coding
2	ENSG00000288702	UGT1A3	233729042	233773300	protein_coding
2	ENSG00000071575	TRIB2	12716936	12742734	protein_coding
2	ENSG00000242366	UGT1A8	233617633	233773300	protein_coding
2	ENSG00000288705	UGT1A5	233712907	233773300	protein_coding
2	ENSG00000188886	ASTL	96122818	96138502	protein_coding
2	ENSG00000244122	UGT1A7	233681901	233773300	protein_coding
2	ENSG00000233087	RAB6D	131360492	131364168	protein_coding
2	ENSG00000155052	CNTNAP5	124025287	124921219	protein_coding
2	ENSG00000144426	NBEAL1	203014875	203225194	protein_coding
2	ENSG00000123600	METTL8	171315746	171433990	protein_coding
2	ENSG00000150722	PPP1R1C	181985853	182117756	protein_coding
2	ENSG00000244617	ASPRV1	69960089	69961631	protein_coding
2	ENSG00000196228	SULT1C3	108239968	108260886	protein_coding
2	ENSG00000125571	IL37	112911165	112918882	protein_coding
2	ENSG00000169967	MAP3K2	127298668	127387975	protein_coding
2	ENSG00000144134	RABL2A	113627266	113643392	protein_coding
2	ENSG00000084676	NCOA1	24491254	24770702	protein_coding
2	ENSG00000284308	C2orf81	74414177	74421619	protein_coding
2	ENSG00000155744	HYCC2	200973718	201071671	protein_coding
2	ENSG00000115718	PROC	127418427	127429242	protein_coding
2	ENSG00000072163	LIMS2	127638426	127675530	protein_coding
2	ENSG00000144230	GPR17	127646153	127652639	protein_coding
2	ENSG00000116127	ALMS1	73385836	73609916	protein_coding
2	ENSG00000068024	HDAC4	239048168	239401020	protein_coding
2	ENSG00000286095	SPEGNB	219496131	219498287	protein_coding
2	ENSG00000115738	ID2	8682056	8684461	protein_coding
2	ENSG00000143797	MBOAT2	8852690	9003684	protein_coding
2	ENSG00000152049	KCNE4	223052190	223055637	protein_coding
2	ENSG00000134313	KIDINS220	8728858	8837613	protein_coding
2	ENSG00000119820	YIPF4	32277904	32316594	protein_coding
2	ENSG00000018699	TTC27	32628050	32821051	protein_coding
2	ENSG00000085978	ATG16L1	233251673	233295669	protein_coding
2	ENSG00000130561	SAG	233307816	233347055	protein_coding
2	ENSG00000077044	DGKD	233354494	233472098	protein_coding
2	ENSG00000183091	NEB	151485339	151734476	protein_coding
2	ENSG00000115275	MOGS	74461057	74465382	protein_coding
2	ENSG00000115590	IL1R2	101991960	102028544	protein_coding
2	ENSG00000138442	WDR12	202874261	202911673	protein_coding
2	ENSG00000116030	SUMO1	202206182	202238597	protein_coding
2	ENSG00000055044	NOP58	202265763	202303661	protein_coding
2	ENSG00000204217	BMPR2	202376327	202567749	protein_coding
2	ENSG00000289490	ENSG00000289490	202377112	202377168	protein_coding
2	ENSG00000138439	FAM117B	202634969	202769757	protein_coding
2	ENSG00000243943	ZNF512	27583042	27623217	protein_coding
2	ENSG00000176714	CCDC121	27625638	27629012	protein_coding
2	ENSG00000198522	GPN1	27629050	27651511	protein_coding
2	ENSG00000119760	SUPT7L	27650809	27663614	protein_coding
2	ENSG00000274286	ADRA2B	96112876	96116571	protein_coding
2	ENSG00000011566	MAP4K3	39249266	39437285	protein_coding
2	ENSG00000184945	AQP12A	240691866	240698483	protein_coding
2	ENSG00000132305	IMMT	86143936	86195462	protein_coding
2	ENSG00000013441	CLK1	200853009	200864658	protein_coding
2	ENSG00000135932	CAB39	230712842	230821075	protein_coding
2	ENSG00000163092	XIRP2	166888480	167259753	protein_coding
2	ENSG00000115966	ATF2	175072259	175168203	protein_coding
2	ENSG00000196290	NIF3L1	200889371	200903925	protein_coding
2	ENSG00000119004	CYP20A1	203239018	203306026	protein_coding
2	ENSG00000176771	NCKAP5	132671788	133568463	protein_coding
2	ENSG00000176946	THAP4	241584405	241637158	protein_coding
2	ENSG00000188219	POTEE	131209536	131265278	protein_coding
2	ENSG00000064933	PMS1	189784450	189877629	protein_coding
2	ENSG00000135976	ANKRD36	97113153	97264521	protein_coding
2	ENSG00000003402	CFLAR	201116164	201176687	protein_coding
2	ENSG00000153250	RBMS1	160272151	160493807	protein_coding
2	ENSG00000123636	BAZ2B	159318979	159616548	protein_coding
2	ENSG00000125629	INSIG2	118088471	118110997	protein_coding
2	ENSG00000144229	THSD7B	136765545	137677718	protein_coding
2	ENSG00000138018	SELENOI	26346143	26395885	protein_coding
2	ENSG00000136682	ZNG1B	113437691	113496204	protein_coding
2	ENSG00000155368	DBI	119366977	119372543	protein_coding
2	ENSG00000144451	SPAG16	213284464	214410501	protein_coding
2	ENSG00000135624	CCT7	73234308	73253005	protein_coding
2	ENSG00000115468	EFHD1	232633604	232682776	protein_coding
2	ENSG00000196834	POTEI	130459455	130509328	protein_coding
2	ENSG00000170802	FOXN2	48314682	48379295	protein_coding
2	ENSG00000171303	KCNK3	26692722	26733420	protein_coding
2	ENSG00000179915	NRXN1	49918503	51032132	protein_coding
2	ENSG00000115355	CCDC88A	55287842	55419856	protein_coding
2	ENSG00000078098	FAP	162170684	162243445	protein_coding
2	ENSG00000036257	CUL3	224470150	224585363	protein_coding
2	ENSG00000186487	MYT1L	1789113	2331275	protein_coding
2	ENSG00000144130	NT5DC4	112721020	112739095	protein_coding
2	ENSG00000115904	SOS1	38981549	39121051	protein_coding
2	ENSG00000155657	TTN	178525989	178807423	protein_coding
2	ENSG00000169994	MYO7B	127535683	127637726	protein_coding
2	ENSG00000185304	RGPD2	87755960	87825796	protein_coding
2	ENSG00000174279	EVX2	176077472	176083962	protein_coding
2	ENSG00000188010	MORN2	38875976	38882709	protein_coding
2	ENSG00000173567	ADGRF3	26308175	26346789	protein_coding
2	ENSG00000242515	UGT1A10	233636448	233773300	protein_coding
2	ENSG00000115520	COQ10B	197453552	197475310	protein_coding
2	ENSG00000163492	CCDC141	178829757	179050137	protein_coding
2	ENSG00000182177	ASB18	236193459	236264406	protein_coding
2	ENSG00000072182	ASIC4	219514482	219538772	protein_coding
2	ENSG00000138068	SULT6B1	37167820	37188670	protein_coding
2	ENSG00000119772	DNMT3A	25227874	25341925	protein_coding
2	ENSG00000115648	MLPH	237487251	237555322	protein_coding
2	ENSG00000071677	PRLH	237566574	237567175	protein_coding
2	ENSG00000124839	RAB17	237574326	237590734	protein_coding
2	ENSG00000084764	MAPRE3	26970637	27027219	protein_coding
2	ENSG00000119777	TMEM214	27032965	27041694	protein_coding
2	ENSG00000084693	AGBL5	27051668	27070618	protein_coding
2	ENSG00000228474	OST4	27070472	27071654	protein_coding
2	ENSG00000138080	EMILIN1	27078615	27086403	protein_coding
2	ENSG00000143994	ABHD1	27123815	27130812	protein_coding
2	ENSG00000138073	PREB	27130756	27134636	protein_coding
2	ENSG00000186143	PRR30	27136848	27139410	protein_coding
2	ENSG00000163792	TCF23	27149004	27156974	protein_coding
2	ENSG00000138074	SLC5A6	27199587	27212268	protein_coding
2	ENSG00000084774	CAD	27217369	27243943	protein_coding
2	ENSG00000115194	SLC30A3	27253684	27263047	protein_coding
2	ENSG00000163793	DNAJC5G	27275433	27281499	protein_coding
2	ENSG00000138100	TRIM54	27282429	27307435	protein_coding
2	ENSG00000163794	UCN	27307400	27308445	protein_coding
2	ENSG00000115204	MPV17	27309492	27323097	protein_coding
2	ENSG00000169432	SCN9A	166195185	166375944	protein_coding
2	ENSG00000138085	ATRAID	27212041	27217157	protein_coding
2	ENSG00000155755	TMEM237	201620186	201643503	protein_coding
2	ENSG00000177917	ARL6IP6	152718620	152762396	protein_coding
2	ENSG00000135940	COX5B	97646062	97648383	protein_coding
2	ENSG00000115073	ACTR1B	97655939	97664044	protein_coding
2	ENSG00000228486	C2orf92	97669713	97703066	protein_coding
2	ENSG00000196912	ANKRD36B	97492663	97589877	protein_coding
2	ENSG00000169554	ZEB2	144384081	144520119	protein_coding
2	ENSG00000174501	ANKRD36C	95849548	95991824	protein_coding
2	ENSG00000153086	ACMSD	134838616	134902034	protein_coding
2	ENSG00000176601	MAP3K19	134964491	135047447	protein_coding
2	ENSG00000115839	RAB3GAP1	135052292	135170710	protein_coding
2	ENSG00000179270	PCARE	29061695	29074523	protein_coding
2	ENSG00000144152	FBLN7	112138385	112188218	protein_coding
2	ENSG00000144161	ZC3H8	112211529	112255042	protein_coding
2	ENSG00000136546	SCN7A	166403573	166494249	protein_coding
2	ENSG00000023228	NDUFS1	206114817	206159444	protein_coding
2	ENSG00000114942	EEF1B2	206159895	206162928	protein_coding
2	ENSG00000183671	CMKLR2	206175316	206213371	protein_coding
2	ENSG00000204186	ZDBF2	206274663	206314427	protein_coding
2	ENSG00000138356	AOX1	200586014	200671495	protein_coding
2	ENSG00000082153	BZW1	200811910	200827338	protein_coding
2	ENSG00000115295	CLIP4	29115415	29183808	protein_coding
2	ENSG00000163464	CXCR1	218162841	218166962	protein_coding
2	ENSG00000163466	ARPC2	218217189	218254348	protein_coding
2	ENSG00000179921	GPBAR1	218261015	218263861	protein_coding
2	ENSG00000127837	AAMP	218264129	218270137	protein_coding
2	ENSG00000135926	TMBIM1	218274197	218292503	protein_coding
2	ENSG00000018280	SLC11A1	218382273	218396894	protein_coding
2	ENSG00000127831	VIL1	218419123	218453295	protein_coding
2	ENSG00000127838	PNKD	218270519	218346793	protein_coding
2	ENSG00000158428	CATIP	218356857	218368094	protein_coding
2	ENSG00000172318	B3GALT1	167293001	167874045	protein_coding
2	ENSG00000152291	TGOLN2	85318027	85327989	protein_coding
2	ENSG00000042445	RETSAT	85341955	85354528	protein_coding
2	ENSG00000115459	ELMOD3	85354769	85391748	protein_coding
2	ENSG00000042493	CAPG	85394753	85410366	protein_coding
2	ENSG00000168906	MAT2A	85539168	85545281	protein_coding
2	ENSG00000118640	VAMP8	85577586	85582031	protein_coding
2	ENSG00000168899	VAMP5	85584431	85593406	protein_coding
2	ENSG00000168894	RNF181	85595745	85597708	protein_coding
2	ENSG00000168890	TMEM150A	85598547	85602698	protein_coding
2	ENSG00000168883	USP39	85616186	85649283	protein_coding
2	ENSG00000168887	C2orf68	85605254	85612066	protein_coding
2	ENSG00000168878	SFTPB	85657314	85668199	protein_coding
2	ENSG00000115523	GNLY	85694358	85698852	protein_coding
2	ENSG00000169507	SLC38A11	164894354	164955525	protein_coding
2	ENSG00000152292	SH2D6	85418714	85437029	protein_coding
2	ENSG00000135930	EIF4E2	232550689	232569210	protein_coding
2	ENSG00000143942	CHAC2	53767804	53775196	protein_coding
2	ENSG00000119737	GPR75	53852912	53859967	protein_coding
2	ENSG00000068878	PSME4	53864069	53970993	protein_coding
2	ENSG00000068912	ERLEC1	53787044	53818796	protein_coding
2	ENSG00000152689	RASGRP3	33476649	33564731	protein_coding
2	ENSG00000119812	FAM98A	33583660	33599299	protein_coding
2	ENSG00000115486	GGCX	85544720	85561493	protein_coding
2	ENSG00000119771	KLHL29	23385179	23708606	protein_coding
